Fasta headers	Hypo 42	Hypo 42	Hypo 42	Hypo 45	Hypo 45	Hypo 45	Hypo CH	Hypo CH	Hypo CH	Hypo W3
tr|A0A087WQS2|A0A087WQS2_MOUSE Basic leucine zipper and W2 domain-containing protein 1 OS=Mus musculus GN=Bzw1 PE=1 SV=1;sp|Q9CQC6|BZW1_MOUSE Basic leucine zipper and W2 domain-containing protein 1 OS=Mus musculus GN=Bzw1 PE=1 SV=1;tr|A0A087WPF9|A0A087WPF9	3479100	2810200	3208200	3408700	4715300	3644500	4777200	3033700	3493900	1880000
tr|A0A087WQS5|A0A087WQS5_MOUSE ATP synthase F(0) complex subunit C2, mitochondrial (Fragment) OS=Mus musculus GN=Atp5g2 PE=3 SV=1;tr|Q14BC2|Q14BC2_MOUSE ATP synthase, H+ transporting, mitochondrial F0 complex, subunit c (Subunit 9), isoform 3 OS=Mus muscul	2853100	2826800	2593900	2587100	3384000	2945700	4376100	2809400	3319800	1536000
tr|Q3UHR1|Q3UHR1_MOUSE Putative uncharacterized protein (Fragment) OS=Mus musculus GN=Fn1 PE=2 SV=1;tr|B7ZNJ1|B7ZNJ1_MOUSE Fibronectin OS=Mus musculus GN=Fn1 PE=1 SV=1;tr|Q3UH17|Q3UH17_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Fn1 PE=2 SV=1	5354100	4915500	5259500	5813800	6089600	5733400	7657200	4803500	5855200	2630700
tr|A0A087WRA0|A0A087WRA0_MOUSE CMP-N-acetylneuraminate-poly-alpha-2,8-sialyltransferase OS=Mus musculus GN=St8sia4 PE=1 SV=1;tr|Q8BY70|Q8BY70_MOUSE Putative uncharacterized protein OS=Mus musculus GN=St8sia4 PE=2 SV=1;tr|Q6PAS1|Q6PAS1_MOUSE St8sia4 protein	3335700	3717300	3152600	3186500	3382000	3442400	5290100	3251200	4041400	1690500
tr|A0A087WRE3|A0A087WRE3_MOUSE Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 2 OS=Mus musculus GN=Nmnat2 PE=1 SV=1;tr|Q5HZI3|Q5HZI3_MOUSE Nicotinamide nucleotide adenylyltransferase 2 OS=Mus musculus GN=Nmnat2 PE=2 SV=1;sp|Q8BNJ3|NMNA2_MOU	2260700	2200400	2205800	2476300	3018900	2408100	3421600	2241500	2657300	1117300
tr|A0A087WRE7|A0A087WRE7_MOUSE Hydroxyacid-oxoacid transhydrogenase, mitochondrial (Fragment) OS=Mus musculus GN=Adhfe1 PE=1 SV=1;sp|Q8R0N6|HOT_MOUSE Hydroxyacid-oxoacid transhydrogenase, mitochondrial OS=Mus musculus GN=Adhfe1 PE=1 SV=2;sp|Q8R0N6-2|HOT_MO	4735700	5202900	5260600	4662800	5675200	5177000	7716700	5024200	5583200	2547800
tr|A0A087WRF2|A0A087WRF2_MOUSE Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 1 OS=Mus musculus GN=Agap1 PE=1 SV=1;sp|Q8BXK8|AGAP1_MOUSE Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 1 OS=Mus musculus GN=Agap1 PE=1 SV=1	6512900	6513400	5945900	6113100	6271300	6546800	10191000	6391400	7482000	3212100
tr|A0A087WRG0|A0A087WRG0_MOUSE 6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2 OS=Mus musculus GN=Pfkfb2 PE=1 SV=1;tr|Q6GTL7|Q6GTL7_MOUSE 6-phosphofructo-2-kinase/fructose-2, 6-biphosphatase 2 OS=Mus musculus GN=Pfkfb2 PE=1 SV=1;tr|A0A087WRM7|A0A087	3061600	2711500	2805500	2956300	7752300	3134400	4631900	2726500	3311700	1486800
tr|A0A1L1SUS5|A0A1L1SUS5_MOUSE Poly(rC)-binding protein 4 (Fragment) OS=Mus musculus GN=Pcbp4 PE=1 SV=1;tr|A0A087WRH3|A0A087WRH3_MOUSE Poly(rC)-binding protein 4 (Fragment) OS=Mus musculus GN=Pcbp4 PE=1 SV=1;tr|Q9DB01|Q9DB01_MOUSE Putative uncharacterized 	5513300	5235300	5195500	5169400	5362800	5647200	8096200	5021000	5832700	2609700
tr|A0A087WSH6|A0A087WSH6_MOUSE Uncharacterized protein OS=Mus musculus GN=Gm13889 PE=1 SV=1;tr|A0A087WRN5|A0A087WRN5_MOUSE Uncharacterized protein OS=Mus musculus GN=Gm13889 PE=1 SV=1;sp|Q3UPL5|CK096_MOUSE Uncharacterized protein C11orf96 homolog OS=Mus mu	645330	674490	619300	599720	561450	657640	1062300	687660	816850	334710
tr|Q9QXA3|Q9QXA3_MOUSE Fat 1 cadherin (Fragment) OS=Mus musculus GN=Fat1 PE=2 SV=1;tr|F2Z4A3|F2Z4A3_MOUSE FAT atypical cadherin 1 OS=Mus musculus GN=Fat1 PE=1 SV=1;tr|A0A087WRT4|A0A087WRT4_MOUSE FAT atypical cadherin 1 OS=Mus musculus GN=Fat1 PE=1 SV=2;tr|	4083100	4253700	3722200	3709500	4430800	4057300	6597900	4173900	4879800	2141400
tr|Q61935|Q61935_MOUSE Ventricular alkali myosin light chain (Fragment) OS=Mus musculus GN=Myl3 PE=2 SV=1;tr|A0A087WRZ7|A0A087WRZ7_MOUSE Myosin light chain 1/3, skeletal muscle isoform OS=Mus musculus GN=Myl1 PE=1 SV=1;tr|A0A0G2JDM3|A0A0G2JDM3_MOUSE Myosin	4204200	4596400	4148900	4552800	8022100	4763200	6715400	4446300	5648500	3356600
tr|A0A087WS07|A0A087WS07_MOUSE Solute carrier family 26 member 6 (Fragment) OS=Mus musculus GN=Slc26a6 PE=1 SV=6;sp|Q8CIW6-3|S26A6_MOUSE Isoform 3 of Solute carrier family 26 member 6 OS=Mus musculus GN=Slc26a6;sp|Q8CIW6-2|S26A6_MOUSE Isoform 2 of Solute c	4064700	3786400	3903100	4117100	5864700	4371000	5902600	3744900	4646300	2216600
tr|J3QQ16|J3QQ16_MOUSE Collagen, type VI, alpha 3 OS=Mus musculus GN=Col6a3 PE=1 SV=1;tr|A0A087WS16|A0A087WS16_MOUSE Collagen, type VI, alpha 3 OS=Mus musculus GN=Col6a3 PE=1 SV=1;tr|E9PWQ3|E9PWQ3_MOUSE Collagen, type VI, alpha 3 OS=Mus musculus GN=Col6a3 	6518400	6262300	6051700	6601200	10462000	6766100	9277000	5621100	6929700	4182400
tr|F8WGL9|F8WGL9_MOUSE Protein CDV3 OS=Mus musculus GN=Cdv3 PE=1 SV=1;tr|A0A087WS49|A0A087WS49_MOUSE Protein CDV3 OS=Mus musculus GN=Cdv3 PE=1 SV=1	4572700	4348500	4248000	4441600	5403900	4765400	6978100	4409400	5069500	2071100
tr|A0A087WS83|A0A087WS83_MOUSE Voltage-dependent R-type calcium channel subunit alpha OS=Mus musculus GN=Cacna1e PE=1 SV=1;sp|Q61290|CAC1E_MOUSE Voltage-dependent R-type calcium channel subunit alpha-1E OS=Mus musculus GN=Cacna1e PE=1 SV=1;tr|B2RWX7|B2RWX7	2249400	2131600	2204900	2533400	2168700	2498200	3209600	2037400	2560100	1183000
tr|A0A087WS88|A0A087WS88_MOUSE CDNA sequence AF529169 OS=Mus musculus GN=AF529169 PE=1 SV=1;tr|Q14CG5|Q14CG5_MOUSE cDNA sequence AF529169 OS=Mus musculus GN=AF529169 PE=2 SV=1;sp|Q8K3V7-2|K1024_MOUSE Isoform 2 of UPF0258 protein KIAA1024 OS=Mus musculus GN	2723600	2706700	2691200	2859400	2361700	3023700	4145800	2551900	3183000	1440000
tr|Q8BLM1|Q8BLM1_MOUSE Putative uncharacterized protein (Fragment) OS=Mus musculus GN=Lrrfip1 PE=2 SV=1;tr|A0A087WSF5|A0A087WSF5_MOUSE Leucine-rich repeat flightless-interacting protein 1 (Fragment) OS=Mus musculus GN=Lrrfip1 PE=1 SV=1	2716100	2549100	2578500	2802200	3676600	2992000	3742000	2253000	2953400	1405700
tr|A0A087WSM1|A0A087WSM1_MOUSE Islet cell autoantigen 1-like protein OS=Mus musculus GN=Ica1l PE=1 SV=1;sp|Q3TY65|ICA1L_MOUSE Islet cell autoantigen 1-like protein OS=Mus musculus GN=Ica1l PE=1 SV=1	3684800	3023700	4164200	4444100	4019300	4459400	5563000	3038000	5102200	2511700
tr|Q8C3V4|Q8C3V4_MOUSE Signal transducer and activator of transcription OS=Mus musculus GN=Stat1 PE=1 SV=1;tr|Q3TW11|Q3TW11_MOUSE Signal transducer and activator of transcription OS=Mus musculus GN=Stat1 PE=2 SV=1;tr|Q8C8M3|Q8C8M3_MOUSE Signal transducer a	1775400	1602700	1743000	1952100	2052300	1872900	2442500	1550400	1852000	965160
tr|A0A087WSS1|A0A087WSS1_MOUSE RIKEN cDNA 2310035C23 gene OS=Mus musculus GN=2310035C23Rik PE=1 SV=1;sp|Q148V7-2|K1468_MOUSE Isoform 2 of LisH domain and HEAT repeat-containing protein KIAA1468 OS=Mus musculus GN=Kiaa1468	3043900	2719700	2757400	2985200	2616800	3229900	3925800	2546900	3064100	1646900
tr|A0A087WST1|A0A087WST1_MOUSE Interleukin-19 OS=Mus musculus GN=Il19 PE=4 SV=1;tr|Q14BK1|Q14BK1_MOUSE Interleukin 19 OS=Mus musculus GN=Il19 PE=2 SV=1;sp|Q8CJ70|IL19_MOUSE Interleukin-19 OS=Mus musculus GN=Il19 PE=2 SV=1	3153300	3415200	2997300	3205100	3970900	3364600	5041300	3246100	3960200	1904300
tr|A0A087WSU3|A0A087WSU3_MOUSE NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial (Fragment) OS=Mus musculus GN=Ndufs1 PE=1 SV=1	4081700	4360000	4158100	4627300	9228300	4475700	6531000	4061700	5141700	2793200
tr|D6RDD4|D6RDD4_MOUSE GDNF family receptor alpha-1 OS=Mus musculus GN=Gfra1 PE=1 SV=1;tr|A0A097BVN3|A0A097BVN3_MOUSE Glial cell line derived neurotrophic factor family receptor alpha 1 OS=Mus musculus GN=Gfra1 PE=2 SV=1;sp|P97785-2|GFRA1_MOUSE Isoform 2 o	1986300	2148200	1859500	1852500	2160200	2076200	3374900	1987800	2499700	1109900
tr|A0A1S6GWJ2|A0A1S6GWJ2_MOUSE Uncharacterized protein OS=Mus musculus PE=2 SV=1;tr|A0A0A0MQ68|A0A0A0MQ68_MOUSE Glutaryl-CoA dehydrogenase, mitochondrial OS=Mus musculus GN=Gcdh PE=1 SV=1;sp|Q60759|GCDH_MOUSE Glutaryl-CoA dehydrogenase, mitochondrial OS=Mu	3077100	2929000	3043200	3300500	3840300	3302800	4405200	2651300	3245600	1540100
tr|A0A0A0MQ79|A0A0A0MQ79_MOUSE Protein PRRC2C OS=Mus musculus GN=Prrc2c PE=1 SV=1;sp|Q3TLH4|PRC2C_MOUSE Protein PRRC2C OS=Mus musculus GN=Prrc2c PE=1 SV=3;tr|S4R2J9|S4R2J9_MOUSE Protein PRRC2C OS=Mus musculus GN=Prrc2c PE=1 SV=1;sp|Q3TLH4-5|PRC2C_MOUSE Iso	3754500	5410100	8283600	4742400	7353300	4739400	6314700	4969600	4143400	2589800
tr|D3Z0U5|D3Z0U5_MOUSE Katanin p60 ATPase-containing subunit A-like 2 OS=Mus musculus GN=Katnal2 PE=4 SV=1;tr|D6RGM7|D6RGM7_MOUSE Katanin p60 ATPase-containing subunit A-like 2 OS=Mus musculus GN=Katnal2 PE=4 SV=1;tr|A0A0E4D027|A0A0E4D027_MOUSE Katanin p60	2329600	2256300	2334000	2567100	2037800	2602600	3290500	2158500	2551800	1209300
tr|S4R2C4|S4R2C4_MOUSE Son of sevenless homolog 2 OS=Mus musculus GN=Sos2 PE=1 SV=1;tr|A0A0A0MQ87|A0A0A0MQ87_MOUSE Son of sevenless homolog 2 OS=Mus musculus GN=Sos2 PE=1 SV=1;sp|Q02384|SOS2_MOUSE Son of sevenless homolog 2 OS=Mus musculus GN=Sos2 PE=1 SV=	3494300	4375100	6942200	4428600	5233800	4431700	5104100	4529300	3345400	2348000
tr|Q545H7|Q545H7_MOUSE Putative uncharacterized protein OS=Mus musculus GN=S100a13 PE=2 SV=1;tr|A0A0A0MQ90|A0A0A0MQ90_MOUSE Protein S100-A13 OS=Mus musculus GN=S100a13 PE=1 SV=1;sp|P97352|S10AD_MOUSE Protein S100-A13 OS=Mus musculus GN=S100a13 PE=1 SV=1	2785800	2956000	2939200	2588100	4171500	2650600	3827100	2248600	2841200	1659800
tr|B9EJ72|B9EJ72_MOUSE Odz2 protein OS=Mus musculus GN=Tenm2 PE=2 SV=1;tr|A0A0A0MQB7|A0A0A0MQB7_MOUSE Teneurin-2 OS=Mus musculus GN=Tenm2 PE=1 SV=1;tr|A0A0A0MQ92|A0A0A0MQ92_MOUSE Teneurin-2 OS=Mus musculus GN=Tenm2 PE=1 SV=1;sp|Q9WTS5|TEN2_MOUSE Teneurin-2	3126700	2987400	2897400	2891600	2697100	3174100	4849600	2941300	3448700	1659100
tr|B7ZN59|B7ZN59_MOUSE Tmem132e protein OS=Mus musculus GN=Tmem132e PE=2 SV=1;tr|A0A0A0MQ93|A0A0A0MQ93_MOUSE Transmembrane protein 132E OS=Mus musculus GN=Tmem132e PE=1 SV=1;sp|Q6IEE6|T132E_MOUSE Transmembrane protein 132E OS=Mus musculus GN=Tmem132e PE=1 	2434700	2544000	2389600	2504600	3752500	2682500	3859400	2355400	2859500	1490400
tr|A0A0A0MQ99|A0A0A0MQ99_MOUSE DNA repair protein SWI5 homolog OS=Mus musculus GN=Swi5 PE=1 SV=1;sp|Q8K3D3-2|SWI5_MOUSE Isoform 2 of DNA repair protein SWI5 homolog OS=Mus musculus GN=Swi5;tr|V9GXX7|V9GXX7_MOUSE DNA repair protein SWI5 homolog (Fragment) O	3238300	3183400	2992500	3073300	3662500	3303300	5081700	3175600	3785900	1664800
tr|A0A0A0MQA5|A0A0A0MQA5_MOUSE Tubulin alpha chain (Fragment) OS=Mus musculus GN=Tuba4a PE=1 SV=1;sp|P68368|TBA4A_MOUSE Tubulin alpha-4A chain OS=Mus musculus GN=Tuba4a PE=1 SV=1	4689200	4436300	4616400	4971800	4639600	5114200	6635400	4212300	5005300	2283400
tr|A0A0A0MQA8|A0A0A0MQA8_MOUSE Protachykinin-1 OS=Mus musculus GN=Tac1 PE=1 SV=1;tr|Q149W7|Q149W7_MOUSE Tachykinin 1 OS=Mus musculus GN=Tac1 PE=2 SV=1;sp|P41539|TKN1_MOUSE Protachykinin-1 OS=Mus musculus GN=Tac1 PE=2 SV=1	3185200	3265600	3139200	3503700	3594900	3499500	4926800	2971500	3910700	1594100
tr|Q53VR2|Q53VR2_MOUSE VH region (Fragment) OS=Mus musculus PE=2 SV=1;tr|Q53VQ8|Q53VQ8_MOUSE VH region (Fragment) OS=Mus musculus PE=2 SV=1;tr|Q53VQ4|Q53VQ4_MOUSE VH region (Fragment) OS=Mus musculus PE=2 SV=1;tr|Q53VQ0|Q53VQ0_MOUSE VH region (Fragment) OS	3556400	3201700	3289800	3617900	3340700	3589300	4437300	2687800	3415500	1671600
tr|A0A0A0MQC2|A0A0A0MQC2_MOUSE Pleckstrin homology domain-containing family G member 5 OS=Mus musculus GN=Plekhg5 PE=1 SV=1;tr|B1AS67|B1AS67_MOUSE Pleckstrin homology domain-containing family G member 5 OS=Mus musculus GN=Plekhg5 PE=1 SV=1;sp|Q66T02-2|PKHG	3015300	3068900	2988600	2958200	5345800	3102100	4746400	3006500	3548900	1721600
tr|V9GWR8|V9GWR8_MOUSE RIKEN cDNA 5330417C22 gene (Fragment) OS=Mus musculus GN=5330417C22Rik PE=1 SV=1;tr|A0A0A0MQC6|A0A0A0MQC6_MOUSE RIKEN cDNA 5330417C22 gene OS=Mus musculus GN=5330417C22Rik PE=1 SV=1;sp|A2AFS3-3|K1324_MOUSE Isoform 3 of UPF0577 protei	3527500	3850000	3527300	3459700	3695900	3754300	5535100	3378300	4164400	1782400
tr|A0A0A0MQD1|A0A0A0MQD1_MOUSE Tudor domain-containing protein 7 OS=Mus musculus GN=Tdrd7 PE=1 SV=1;sp|Q8K1H1|TDRD7_MOUSE Tudor domain-containing protein 7 OS=Mus musculus GN=Tdrd7 PE=1 SV=1	1266000	1318200	1365800	1577700	1523200	1372700	1763200	1033200	1529700	687690
tr|A0A0A0MQD4|A0A0A0MQD4_MOUSE RIKEN cDNA 9530068E07 gene OS=Mus musculus GN=9530068E07Rik PE=1 SV=1;tr|Q3UMU2|Q3UMU2_MOUSE Putative uncharacterized protein OS=Mus musculus GN=9530068E07Rik PE=2 SV=1;tr|Q3ULW9|Q3ULW9_MOUSE Putative uncharacterized protein 	2603400	2542900	2493700	2516900	3379600	2740100	4065500	2570800	2914700	1425500
tr|A0A0A0MQD5|A0A0A0MQD5_MOUSE SH3 and multiple ankyrin repeat domains protein 3 OS=Mus musculus GN=Shank3 PE=1 SV=1;sp|Q4ACU6|SHAN3_MOUSE SH3 and multiple ankyrin repeat domains protein 3 OS=Mus musculus GN=Shank3 PE=1 SV=3;sp|Q4ACU6-3|SHAN3_MOUSE Isoform	1274400	1280200	1276800	1243200	1100600	1286600	2017300	1232400	1428400	635250
tr|F7CGP0|F7CGP0_MOUSE Ral GTPase-activating protein subunit alpha-2 (Fragment) OS=Mus musculus GN=Ralgapa2 PE=1 SV=1;tr|A0A0A0MQD7|A0A0A0MQD7_MOUSE Ral GTPase-activating protein subunit alpha-2 OS=Mus musculus GN=Ralgapa2 PE=1 SV=1;sp|A3KGS3-2|RGPA2_MOUSE	4123200	4325100	3850800	3680300	4824800	4160700	6755600	4123200	4933400	2180900
tr|A0A0A0MQE4|A0A0A0MQE4_MOUSE Ras-specific guanine nucleotide-releasing factor RalGPS1 OS=Mus musculus GN=Ralgps1 PE=1 SV=2;sp|A2AR50|RGPS1_MOUSE Ras-specific guanine nucleotide-releasing factor RalGPS1 OS=Mus musculus GN=Ralgps1 PE=1 SV=2;sp|A2AR50-2|RGP	4931100	4718400	4757400	4879700	4862300	5149700	7153100	4632200	5588000	2570800
tr|A0A0A0MQE5|A0A0A0MQE5_MOUSE Calmodulin-regulated spectrin-associated protein 1 OS=Mus musculus GN=Camsap1 PE=1 SV=1;sp|A2AHC3|CAMP1_MOUSE Calmodulin-regulated spectrin-associated protein 1 OS=Mus musculus GN=Camsap1 PE=1 SV=1;tr|A2AHC4|A2AHC4_MOUSE Calm	1619200	1658000	1598900	1826900	2635500	1759400	2243100	1439900	1793900	939920
tr|A0A0A0MQE8|A0A0A0MQE8_MOUSE Rho GTPase-activating protein 21 OS=Mus musculus GN=Arhgap21 PE=1 SV=1;tr|B2RWX1|B2RWX1_MOUSE Arhgap21 protein OS=Mus musculus GN=Arhgap21 PE=2 SV=1;tr|B7ZCJ1|B7ZCJ1_MOUSE Rho GTPase-activating protein 21 OS=Mus musculus GN=A	3288700	3612200	3239000	3570700	5595100	3543000	5366600	3497000	4170300	2016500
tr|D6RCG4|D6RCG4_MOUSE Ubiquitin-conjugating enzyme E2 W (Fragment) OS=Mus musculus GN=Ube2w PE=1 SV=2;tr|Q3V321|Q3V321_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Ube2w PE=2 SV=1;tr|S4R177|S4R177_MOUSE Ubiquitin-conjugating enzyme E2 W (Frag	1614700	1767500	1534900	1563200	2663000	1661800	2597800	1560900	2021800	916460
tr|A0A0A0MQF5|A0A0A0MQF5_MOUSE OTU domain-containing protein 6B OS=Mus musculus GN=Otud6b PE=1 SV=1;sp|Q8K2H2|OTU6B_MOUSE OTU domain-containing protein 6B OS=Mus musculus GN=Otud6b PE=1 SV=1	3705300	3650600	3803100	4410500	4574100	4228200	5384100	3549300	4606900	2246200
tr|A0A0A0MQF7|A0A0A0MQF7_MOUSE RIKEN cDNA 1700025G04 gene OS=Mus musculus GN=1700025G04Rik PE=1 SV=1;tr|Q3TJL3|Q3TJL3_MOUSE Putative uncharacterized protein OS=Mus musculus GN=1700025G04Rik PE=1 SV=1;sp|Q8K207|CA021_MOUSE Uncharacterized protein C1orf21 ho	4718700	4214700	4526500	4365800	8372200	5042000	6418400	4022200	4535900	2578700
tr|D6RIQ3|D6RIQ3_MOUSE Phytanoyl-CoA dioxygenase domain-containing protein 1 OS=Mus musculus GN=Phyhd1 PE=1 SV=1;tr|D6RI61|D6RI61_MOUSE Phytanoyl-CoA dioxygenase domain-containing protein 1 OS=Mus musculus GN=Phyhd1 PE=1 SV=1;tr|A0A0A0MQG9|A0A0A0MQG9_MOUSE	5201700	5278100	5239400	5783300	4538700	5605600	7752000	4799600	6072900	2524600
tr|A0A0A0MQH5|A0A0A0MQH5_MOUSE Microtubule-actin cross-linking factor 1 (Fragment) OS=Mus musculus GN=Macf1 PE=1 SV=6	3175900	3125800	3344100	3702500	4248200	3608400	4649700	2866600	3752700	1928700
tr|A0A0A0MQI6|A0A0A0MQI6_MOUSE YjeF N-terminal domain-containing protein 3 OS=Mus musculus GN=Yjefn3 PE=1 SV=2;sp|F6W8I0|YJEN3_MOUSE YjeF N-terminal domain-containing protein 3 OS=Mus musculus GN=Yjefn3 PE=1 SV=2;tr|A0A0A0MQP0|A0A0A0MQP0_MOUSE YjeF N-termi	2092100	1894800	1878800	1841300	2027700	2040200	3142600	1915500	2178500	1052400
tr|A0A0A0MQJ8|A0A0A0MQJ8_MOUSE Brain mitochondrial carrier protein 1 OS=Mus musculus GN=Slc25a14 PE=1 SV=1;tr|Q8CJ24|Q8CJ24_MOUSE Brain mitochondrial carrier protein short-inserted form OS=Mus musculus GN=Slc25a14 PE=2 SV=2;tr|Q8CJ23|Q8CJ23_MOUSE Brain mit	3047200	2840500	2810900	3573800	4478000	3358400	3925000	2498900	3192300	1874300
tr|A0A0A0MQL0|A0A0A0MQL0_MOUSE Tomoregulin-1 (Fragment) OS=Mus musculus GN=Tmeff1 PE=1 SV=1;sp|Q6PFE7-3|TEFF1_MOUSE Isoform 3 of Tomoregulin-1 OS=Mus musculus GN=Tmeff1;sp|Q6PFE7|TEFF1_MOUSE Tomoregulin-1 OS=Mus musculus GN=Tmeff1 PE=2 SV=1;sp|Q6PFE7-2|TEF	2343200	2156700	2102900	2136900	2445000	2278100	3345300	2026800	2418300	1119000
tr|A0A0A0MQL2|A0A0A0MQL2_MOUSE RIKEN cDNA A430005L14 gene (Fragment) OS=Mus musculus GN=A430005L14Rik PE=1 SV=1;tr|E9PUH0|E9PUH0_MOUSE RIKEN cDNA A430005L14 gene OS=Mus musculus GN=A430005L14Rik PE=1 SV=1;sp|Q80WR5|CA174_MOUSE UPF0688 protein C1orf174 homo	4184200	3553800	3614500	3366900	5035500	3973200	6238300	3960400	4178400	1864200
tr|A0A0A0MQM0|A0A0A0MQM0_MOUSE Eukaryotic translation initiation factor 5A (Fragment) OS=Mus musculus GN=Eif5a PE=1 SV=1;sp|P63242|IF5A1_MOUSE Eukaryotic translation initiation factor 5A-1 OS=Mus musculus GN=Eif5a PE=1 SV=2	3167700	2676400	2736900	2985900	4977400	2990500	3586800	1986000	2888100	1831100
tr|H3BKE1|H3BKE1_MOUSE Phosphoinositide phospholipase C (Fragment) OS=Mus musculus GN=Plch1 PE=1 SV=8;tr|A0A0A0MQM2|A0A0A0MQM2_MOUSE Phosphoinositide phospholipase C OS=Mus musculus GN=Plch1 PE=1 SV=1;tr|I1E4X4|I1E4X4_MOUSE Phosphoinositide phospholipase C	2729900	2672900	2496300	2831400	4646000	2886100	4198000	2573800	3086200	1755400
tr|Q3TAB9|Q3TAB9_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Atg7 PE=2 SV=1;tr|A0A0A0MQN4|A0A0A0MQN4_MOUSE Ubiquitin-like modifier-activating enzyme ATG7 OS=Mus musculus GN=Atg7 PE=1 SV=1;sp|Q9D906|ATG7_MOUSE Ubiquitin-like modifier-activatin	2161300	2201400	2152100	2314200	2352200	2351300	3349800	2089200	2627500	1216600
tr|A0A0A6YVR9|A0A0A6YVR9_MOUSE SURF1-like protein (Fragment) OS=Mus musculus GN=Surf1 PE=1 SV=1;tr|I6L9E0|I6L9E0_MOUSE SURF1-like protein OS=Mus musculus GN=Surf1 PE=2 SV=1;tr|Q3U3J6|Q3U3J6_MOUSE SURF1-like protein OS=Mus musculus GN=Surf1 PE=2 SV=1;sp|P09	3284500	2976700	2761600	2844700	9340600	3174900	4936300	2948100	3395100	1841800
tr|Q3V4A0|Q3V4A0_MOUSE Putative uncharacterized protein (Fragment) OS=Mus musculus GN=Tmco1 PE=2 SV=1;tr|A0A0A6YVS2|A0A0A6YVS2_MOUSE Calcium load-activated calcium channel (Fragment) OS=Mus musculus GN=Tmco1 PE=1 SV=1;sp|Q921L3|TMCO1_MOUSE Calcium load-act	2769400	2689500	2609600	2799100	3261500	2841600	4015700	2536200	3055400	1479900
tr|A0A0A6YVS6|A0A0A6YVS6_MOUSE Ras/Rap GTPase-activating protein SynGAP (Fragment) OS=Mus musculus GN=Syngap1 PE=1 SV=2	4286200	4229700	4108200	4417200	4012400	4545500	6324100	3878400	4871600	2091400
tr|A0A0A6YVU8|A0A0A6YVU8_MOUSE MCG119397 OS=Mus musculus GN=Gm9774 PE=4 SV=1;sp|Q9JKV1|ADRM1_MOUSE Proteasomal ubiquitin receptor ADRM1 OS=Mus musculus GN=Adrm1 PE=1 SV=2;tr|A0A1S6GWG3|A0A1S6GWG3_MOUSE Uncharacterized protein OS=Mus musculus PE=2 SV=1;tr|Q	5321400	5632300	5015000	4841100	6796900	5354300	8287500	5181200	6253700	2891300
tr|A0A0A6YXE3|A0A0A6YXE3_MOUSE Muscleblind-like protein 1 OS=Mus musculus GN=Mbnl1 PE=1 SV=1;tr|Q8CAQ1|Q8CAQ1_MOUSE Muscleblind-like 1 (Drosophila), isoform CRA_e OS=Mus musculus GN=Mbnl1 PE=2 SV=1;tr|A0A0A6YWB0|A0A0A6YWB0_MOUSE Muscleblind-like protein 1 	2470900	2491300	2465000	2514100	3518100	2721900	3726200	2340400	2890200	1478300
tr|B5TVM7|B5TVM7_MOUSE Lisch-like isoform 5 OS=Mus musculus GN=Ildr2 PE=2 SV=1;tr|A0A0A6YVY9|A0A0A6YVY9_MOUSE Immunoglobulin-like domain-containing receptor 2 OS=Mus musculus GN=Ildr2 PE=1 SV=1;tr|B5TVM4|B5TVM4_MOUSE Lisch-like isoform 2 OS=Mus musculus GN	4524600	4498200	3871700	3965800	6087500	4437700	6952400	4397300	5025100	2423700
tr|E9QKR1|E9QKR1_MOUSE Protein enabled homolog OS=Mus musculus GN=Enah PE=1 SV=2;tr|A0A0A6YW06|A0A0A6YW06_MOUSE Protein enabled homolog OS=Mus musculus GN=Enah PE=1 SV=1;tr|J3QNM3|J3QNM3_MOUSE Protein enabled homolog OS=Mus musculus GN=Enah PE=1 SV=1;tr|E9	2084300	1996300	1916800	1941400	1758900	2045700	3028000	1838400	2165300	952990
tr|E9PVG7|E9PVG7_MOUSE Mitogen-activated protein kinase kinase kinase kinase 4 OS=Mus musculus GN=Map4k4 PE=1 SV=2;tr|A0A0A6YW53|A0A0A6YW53_MOUSE Mitogen-activated protein kinase kinase kinase kinase 4 OS=Mus musculus GN=Map4k4 PE=1 SV=1;tr|B7ZNR9|B7ZNR9_M	2217500	2189800	2047500	1993500	2135900	2285100	3442700	2078600	2611800	1154700
tr|A0A0A6YW60|A0A0A6YW60_MOUSE Target of rapamycin complex 2 subunit MAPKAP1 (Fragment) OS=Mus musculus GN=Mapkap1 PE=1 SV=1;sp|Q8BKH7-2|SIN1_MOUSE Isoform 2 of Target of rapamycin complex 2 subunit MAPKAP1 OS=Mus musculus GN=Mapkap1;sp|Q8BKH7|SIN1_MOUSE T	4484400	4385800	4278100	4524400	4658700	4703400	6652200	4183500	5010600	2426300
