Fasta headers	Hippo 42	Hippo 42	Hippo 42	Hippo 45	Hippo 45	Hippo 45	Hippo CH	Hippo CH	Hippo CH	Hippo W3
tr|Q3U7Z6|Q3U7Z6_MOUSE Phosphoglycerate mutase OS=Mus musculus GN=Pgam1 PE=1 SV=1;sp|Q9DBJ1|PGAM1_MOUSE Phosphoglycerate mutase 1 OS=Mus musculus GN=Pgam1 PE=1 SV=3;tr|Q6NWV5|Q6NWV5_MOUSE Pgam1 protein (Fragment) OS=Mus musculus GN=Pgam1 PE=2 SV=1	5109000	4963400	5259800	6095800	5711400	4794900	4844900	5108400	4959600	4302900
tr|Q3UHK5|Q3UHK5_MOUSE Sodium/potassium-transporting ATPase subunit alpha OS=Mus musculus GN=Atp1a2 PE=1 SV=1;tr|Q6ZQ49|Q6ZQ49_MOUSE Sodium/potassium-transporting ATPase subunit alpha (Fragment) OS=Mus musculus GN=Atp1a2 PE=2 SV=1;sp|Q6PIE5|AT1A2_MOUSE Sod	5438600	5068800	5697900	5838300	5959200	4694800	4804100	5601000	4971200	4153100
tr|A8IP69|A8IP69_MOUSE 14-3-3 protein gamma subtype OS=Mus musculus GN=Ywhag PE=1 SV=1;sp|P61982|1433G_MOUSE 14-3-3 protein gamma OS=Mus musculus GN=Ywhag PE=1 SV=2	5333200	5211100	5433800	6009600	5623400	4856300	4868100	5357800	5088700	4567400
sp|Q3UNH4|GRIN1_MOUSE G protein-regulated inducer of neurite outgrowth 1 OS=Mus musculus GN=Gprin1 PE=1 SV=2	4790700	4340700	5044600	6263400	5555000	4670300	5489200	4771900	4763500	2477400
sp|Q64332|SYN2_MOUSE Synapsin-2 OS=Mus musculus GN=Syn2 PE=1 SV=2	4958000	5347200	5164900	5891100	5457100	4715800	4294300	4925700	4474600	4353600
sp|P60879|SNP25_MOUSE Synaptosomal-associated protein 25 OS=Mus musculus GN=Snap25 PE=1 SV=1	4478400	4339600	4794300	6143500	5618100	4241800	5586400	4430000	4809300	3395600
sp|P03995|GFAP_MOUSE Glial fibrillary acidic protein OS=Mus musculus GN=Gfap PE=1 SV=4;sp|P03995-2|GFAP_MOUSE Isoform 2 of Glial fibrillary acidic protein OS=Mus musculus GN=Gfap	4627500	4979100	6067000	5939900	5753300	4106000	5429600	4627500	4251200	4251200
sp|Q99LX0|PARK7_MOUSE Protein DJ-1 OS=Mus musculus GN=Park7 PE=1 SV=1;tr|A2A813|A2A813_MOUSE Protein DJ-1 OS=Mus musculus GN=Park7 PE=1 SV=1;tr|A2A815|A2A815_MOUSE Protein DJ-1 (Fragment) OS=Mus musculus GN=Park7 PE=1 SV=8	5017300	4337100	4613000	5908100	5096400	4754700	4727400	4454200	4398300	2154300
sp|O88569|ROA2_MOUSE Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Mus musculus GN=Hnrnpa2b1 PE=1 SV=2;sp|O88569-2|ROA2_MOUSE Isoform 2 of Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Mus musculus GN=Hnrnpa2b1;sp|O88569-3|ROA2_MOUSE Isoform 3 of H	4529700	3825700	4541100	5574800	5285000	4525400	4622300	4584900	4340000	2707300
"tr|A0A1S6GWG6|A0A1S6GWG6_MOUSE Uncharacterized protein OS=Mus musculus PE=2 SV=1;sp|P62814|VATB2_MOUSE V-type proton ATPase subunit B, brain isoform OS=Mus musculus GN=Atp6v1b2 PE=1 SV=1"	4909700	5108700	5213200	5234900	5632900	4330100	4190500	5073600	4524400	3195700
sp|P50396|GDIA_MOUSE Rab GDP dissociation inhibitor alpha OS=Mus musculus GN=Gdi1 PE=1 SV=3	4864100	4676500	5163600	5353500	5380500	4427600	4057500	4991500	4376800	5117200
sp|Q5SQX6|CYFP2_MOUSE Cytoplasmic FMR1-interacting protein 2 OS=Mus musculus GN=Cyfip2 PE=1 SV=2;tr|F6QD74|F6QD74_MOUSE Cytoplasmic FMR1-interacting protein 2 (Fragment) OS=Mus musculus GN=Cyfip2 PE=1 SV=1;tr|Q6PGK0|Q6PGK0_MOUSE Cyfip2 protein OS=Mus muscu	5652000	5772100	5236700	5053500	5531600	4525200	3745400	5647100	4205900	3005600
sp|Q8CAQ8-2|MIC60_MOUSE Isoform 2 of MICOS complex subunit Mic60 OS=Mus musculus GN=Immt;tr|Q3TQL4|Q3TQL4_MOUSE MICOS complex subunit MIC60 (Fragment) OS=Mus musculus GN=Immt PE=2 SV=1;tr|Q3U7N2|Q3U7N2_MOUSE MICOS complex subunit MIC60 OS=Mus musculus GN=I	4574900	4288000	4822900	5535800	5081600	4354700	4454400	4549800	4262600	2646500
tr|A8DUK4|A8DUK4_MOUSE Beta-globin OS=Mus musculus GN=Hbbt1 PE=1 SV=1;tr|A8DUK7|A8DUK7_MOUSE Beta-globin OS=Mus musculus GN=Hbbt1 PE=3 SV=1;tr|A8DUP0|A8DUP0_MOUSE Beta-globin OS=Mus musculus GN=Hbbt1 PE=3 SV=1;tr|A8DUQ5|A8DUQ5_MOUSE Beta-globin OS=Mus musc	4081100	4186900	4645100	5766800	4799300	4382300	4561300	4437700	4051200	2973600
"tr|Q544Y7|Q544Y7_MOUSE Cofilin 1, non-muscle OS=Mus musculus GN=Cfl1 PE=2 SV=1;sp|P18760|COF1_MOUSE Cofilin-1 OS=Mus musculus GN=Cfl1 PE=1 SV=3;tr|F8WGL3|F8WGL3_MOUSE Cofilin-1 OS=Mus musculus GN=Cfl1 PE=1 SV=1;tr|Q9CX22|Q9CX22_MOUSE Putative uncharacteriz"	4340800	4419000	4599000	5653700	5184000	4022200	4759100	4263500	4282600	3230900
tr|Q91VB8|Q91VB8_MOUSE Alpha globin 1 OS=Mus musculus GN=Hba-a1 PE=1 SV=1;tr|Q8BPF4|Q8BPF4_MOUSE Putative uncharacterized protein OS=Mus musculus PE=2 SV=1;tr|Q9QWJ3|Q9QWJ3_MOUSE Alpha-1-globin (Fragment) OS=Mus musculus PE=2 SV=1;tr|Q9CY06|Q9CY06_MOUSE Pu	3999800	4206700	4562800	5772900	4638100	4424300	4727400	4251700	3853000	2627800
sp|P15105|GLNA_MOUSE Glutamine synthetase OS=Mus musculus GN=Glul PE=1 SV=6	5457500	5462900	5001700	5012800	5352100	4302000	3401100	4742800	3979400	4851900
"tr|Q3UCC6|Q3UCC6_MOUSE Succinate-CoA ligase subunit beta (Fragment) OS=Mus musculus GN=Sucla2 PE=2 SV=1;sp|Q9Z2I9|SUCB1_MOUSE Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial OS=Mus musculus GN=Sucla2 PE=1 SV=2"	4894500	4636000	5022500	5207300	5195900	4230100	4170300	4988100	4476600	2302400
sp|P16125|LDHB_MOUSE L-lactate dehydrogenase B chain OS=Mus musculus GN=Ldhb PE=1 SV=2;tr|D3Z7F0|D3Z7F0_MOUSE L-lactate dehydrogenase (Fragment) OS=Mus musculus GN=Ldhb PE=1 SV=1	5000000	4643300	4911900	5083100	5065900	4386500	3873200	5025300	4247100	2258000
tr|Q3UDC8|Q3UDC8_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Eef2 PE=2 SV=1;sp|P58252|EF2_MOUSE Elongation factor 2 OS=Mus musculus GN=Eef2 PE=1 SV=2;tr|Q8BMA8|Q8BMA8_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Eef2 PE=2 SV=1;tr	4976700	4984400	4873800	4948100	5252500	4288700	3730500	5049300	4237300	2983400
sp|Q7TSJ2|MAP6_MOUSE Microtubule-associated protein 6 OS=Mus musculus GN=Map6 PE=1 SV=2;tr|A0A140LIT9|A0A140LIT9_MOUSE Microtubule-associated protein 6 OS=Mus musculus GN=Map6 PE=1 SV=1;sp|Q7TSJ2-2|MAP6_MOUSE Isoform 2 of Microtubule-associated protein 6 O	4603200	4037000	4706200	5359000	4951200	4130300	4532600	4570500	4394400	2906500
sp|P61264|STX1B_MOUSE Syntaxin-1B OS=Mus musculus GN=Stx1b PE=1 SV=1	4440000	4215700	4797500	5325000	4944300	4162300	4672900	4689800	4497800	3852800
sp|P46660|AINX_MOUSE Alpha-internexin OS=Mus musculus GN=Ina PE=1 SV=3	4788700	4207800	4944800	5487600	5149900	3698000	4786700	4121300	3876600	3579000
tr|Q3TQ70|Q3TQ70_MOUSE Beta1 subnuit of GTP-binding protein OS=Mus musculus GN=Gnb1 PE=1 SV=1;sp|P62874|GBB1_MOUSE Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 OS=Mus musculus GN=Gnb1 PE=1 SV=3;tr|H3BKR2|H3BKR2_MOUSE Guanine nucleotide-	4847000	4863100	4804300	4770500	5259000	4193600	3765900	5009900	4492200	3356000
"sp|Q9Z1B3|PLCB1_MOUSE 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-1 OS=Mus musculus GN=Plcb1 PE=1 SV=2;sp|Q9Z1B3-3|PLCB1_MOUSE Isoform C of 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-1 OS=Mus musculus GN=Plcb1;tr|Q2M4"	4954600	5175400	4966200	4798900	5255400	4111400	3656900	5060600	4317200	2273500
sp|P84086|CPLX2_MOUSE Complexin-2 OS=Mus musculus GN=Cplx2 PE=1 SV=1	4048500	3611400	4147900	5750400	4648100	3642100	5020900	3768800	4189700	2052400
"sp|Q64521|GPDM_MOUSE Glycerol-3-phosphate dehydrogenase, mitochondrial OS=Mus musculus GN=Gpd2 PE=1 SV=2;tr|A2AQR0|A2AQR0_MOUSE Glycerol-3-phosphate dehydrogenase OS=Mus musculus GN=Gpd2 PE=1 SV=1"	4760800	4392900	4746600	4690300	5030100	4146000	3467600	4802200	4439900	3647700
sp|G5E829|AT2B1_MOUSE Plasma membrane calcium-transporting ATPase 1 OS=Mus musculus GN=Atp2b1 PE=1 SV=1;tr|Q8K314|Q8K314_MOUSE Atp2b1 protein (Fragment) OS=Mus musculus GN=Atp2b1 PE=2 SV=1	4820700	4718900	4725100	4828400	5229000	3765400	3791800	4560900	4096200	2345400
"sp|Q60597-3|ODO1_MOUSE Isoform 3 of 2-oxoglutarate dehydrogenase, mitochondrial OS=Mus musculus GN=Ogdh;sp|Q60597|ODO1_MOUSE 2-oxoglutarate dehydrogenase, mitochondrial OS=Mus musculus GN=Ogdh PE=1 SV=3;sp|Q60597-4|ODO1_MOUSE Isoform 4 of 2-oxoglutarate de"	5238200	5060500	4800400	4479700	4958200	4371100	3284800	5172300	4374700	3751600
sp|Q01853|TERA_MOUSE Transitional endoplasmic reticulum ATPase OS=Mus musculus GN=Vcp PE=1 SV=4;tr|Q8BNF8|Q8BNF8_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Vcp PE=2 SV=1	4244800	4308400	4506900	4848100	4919400	4016900	4028400	4401000	4167500	2636100
tr|A2ALV3|A2ALV3_MOUSE Endophilin-A1 OS=Mus musculus GN=Sh3gl2 PE=1 SV=1;sp|Q62420|SH3G2_MOUSE Endophilin-A1 OS=Mus musculus GN=Sh3gl2 PE=1 SV=2;tr|Q8BXU5|Q8BXU5_MOUSE Endophilin-A1 OS=Mus musculus GN=Sh3gl2 PE=1 SV=1;tr|F6ZL13|F6ZL13_MOUSE Endophilin-A1 (	3846100	4103400	4255800	5491000	4420200	3804700	4455400	3699900	3726800	2850900
tr|Q6P1J1|Q6P1J1_MOUSE Crmp1 protein OS=Mus musculus GN=Crmp1 PE=1 SV=1;tr|Q3TXY0|Q3TXY0_MOUSE Putative uncharacterized protein (Fragment) OS=Mus musculus GN=Crmp1 PE=2 SV=1;tr|Q3TY94|Q3TY94_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Crmp1 P	4669100	4789200	4712600	4732900	4918100	3976900	3519900	4540800	3897300	2516700
tr|Q3UN66|Q3UN66_MOUSE Protein kinase C OS=Mus musculus GN=Prkcg PE=2 SV=1;sp|P63318|KPCG_MOUSE Protein kinase C gamma type OS=Mus musculus GN=Prkcg PE=1 SV=1;tr|Q2NKI4|Q2NKI4_MOUSE Protein kinase C OS=Mus musculus GN=Prkcg PE=1 SV=1	4769300	4944200	4814900	4600100	5214100	3792700	3494700	4707400	3964700	2802200
"tr|Q545V3|Q545V3_MOUSE Enolase 2, gamma neuronal, isoform CRA_a OS=Mus musculus GN=Eno2 PE=1 SV=1;tr|Q3UJ20|Q3UJ20_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Eno2 PE=2 SV=1;sp|P17183|ENOG_MOUSE Gamma-enolase OS=Mus musculus GN=Eno2 PE=1 SV=2"	3965900	3843500	4015900	5148800	4548900	3778000	4424000	3811600	3965900	3124800
sp|P10649|GSTM1_MOUSE Glutathione S-transferase Mu 1 OS=Mus musculus GN=Gstm1 PE=1 SV=2;tr|A2AE89|A2AE89_MOUSE Glutathione S-transferase Mu 1 OS=Mus musculus GN=Gstm1 PE=1 SV=2;tr|F6WHQ7|F6WHQ7_MOUSE Glutathione S-transferase Mu 1 (Fragment) OS=Mus musculu	4436500	4341200	4736400	4667000	4495800	4283600	3245000	4388600	3857500	4309200
sp|Q61548-3|AP180_MOUSE Isoform 3 of Clathrin coat assembly protein AP180 OS=Mus musculus GN=Snap91;sp|Q61548-2|AP180_MOUSE Isoform Short of Clathrin coat assembly protein AP180 OS=Mus musculus GN=Snap91;sp|Q61548|AP180_MOUSE Clathrin coat assembly protein	4080700	4042900	4312600	4979400	4579300	3887700	3830200	4122100	3770400	1924700
"sp|P38647|GRP75_MOUSE Stress-70 protein, mitochondrial OS=Mus musculus GN=Hspa9 PE=1 SV=3"	3903100	3519200	4110000	5099500	4385500	3944700	4468800	3976800	4064700	4316500
sp|P23819-4|GRIA2_MOUSE Isoform 4 of Glutamate receptor 2 OS=Mus musculus GN=Gria2;sp|P23819|GRIA2_MOUSE Glutamate receptor 2 OS=Mus musculus GN=Gria2 PE=1 SV=3;sp|P23819-3|GRIA2_MOUSE Isoform 3 of Glutamate receptor 2 OS=Mus musculus GN=Gria2;tr|E9QKC0|E9	4483400	4403600	4621800	4565400	5168000	3672600	3765300	4414200	3771500	2117300
sp|P17751|TPIS_MOUSE Triosephosphate isomerase OS=Mus musculus GN=Tpi1 PE=1 SV=4;tr|H7BXC3|H7BXC3_MOUSE Triosephosphate isomerase OS=Mus musculus GN=Tpi1 PE=1 SV=1	4108600	4001800	4015400	5249900	4298500	3711100	4097200	3929800	3860300	3144000
"tr|Q3UFJ3|Q3UFJ3_MOUSE Pyruvate dehydrogenase E1 component subunit alpha OS=Mus musculus GN=Pdha1 PE=1 SV=1;sp|P35486|ODPA_MOUSE Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial OS=Mus musculus GN=Pdha1 PE=1 SV=1"	4312900	4238800	4613700	4793300	4619100	3825500	3760300	4368000	4018000	3511400
tr|Q58E64|Q58E64_MOUSE Elongation factor 1-alpha OS=Mus musculus GN=Eef1a1 PE=1 SV=1;tr|Q3UA81|Q3UA81_MOUSE Elongation factor 1-alpha OS=Mus musculus GN=Eef1a1 PE=2 SV=1;sp|P10126|EF1A1_MOUSE Elongation factor 1-alpha 1 OS=Mus musculus GN=Eef1a1 PE=1 SV=3;	4423200	4754100	4545700	4501500	4817100	3883900	3433700	4564800	3721100	2168600
tr|Q5SVY2|Q5SVY2_MOUSE Peptidyl-prolyl cis-trans isomerase OS=Mus musculus GN=Ppia PE=1 SV=1;tr|Q3UAJ1|Q3UAJ1_MOUSE Peptidyl-prolyl cis-trans isomerase OS=Mus musculus GN=Ppia PE=2 SV=1;tr|Q3TE63|Q3TE63_MOUSE Peptidyl-prolyl cis-trans isomerase OS=Mus musc	4031800	3878900	4206300	5271100	4537600	3343400	4141900	3577500	3633200	3916400
sp|Q8VDN2|AT1A1_MOUSE Sodium/potassium-transporting ATPase subunit alpha-1 OS=Mus musculus GN=Atp1a1 PE=1 SV=1;tr|Q3TXF9|Q3TXF9_MOUSE Sodium/potassium-transporting ATPase subunit alpha OS=Mus musculus GN=Atp1a1 PE=2 SV=1;tr|Q8R3M4|Q8R3M4_MOUSE Sodium/potas	4508900	4154400	4231000	4583200	4718300	3768300	3494600	4461700	3979600	3765200
tr|Q6NXX6|Q6NXX6_MOUSE V-type proton ATPase subunit a OS=Mus musculus GN=Atp6v0a1 PE=2 SV=1;tr|K3W4T3|K3W4T3_MOUSE V-type proton ATPase subunit a OS=Mus musculus GN=Atp6v0a1 PE=1 SV=1;sp|Q9Z1G4-3|VPP1_MOUSE Isoform A1-III of V-type proton ATPase 116 kDa su	4229300	4026200	4246600	4499900	4464000	3926900	3425500	4345200	3913000	3086200
"tr|Q3THU8|Q3THU8_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Slc25a3 PE=2 SV=1;sp|Q8VEM8|MPCP_MOUSE Phosphate carrier protein, mitochondrial OS=Mus musculus GN=Slc25a3 PE=1 SV=1;tr|Q3UB63|Q3UB63_MOUSE Putative uncharacterized protein OS=Mus m"	4427700	4294300	4421200	4475000	4517900	3892500	3343500	4783100	3919400	3056900
sp|Q8BYI9|TENR_MOUSE Tenascin-R OS=Mus musculus GN=Tnr PE=1 SV=2;sp|Q8BYI9-2|TENR_MOUSE Isoform 2 of Tenascin-R OS=Mus musculus GN=Tnr	4105400	4210300	4246100	4607700	4603700	3633600	3717100	3938800	3605500	3345300
sp|Q9WV92-2|E41L3_MOUSE Isoform 2 of Band 4.1-like protein 3 OS=Mus musculus GN=Epb41l3	4149400	3905400	4459200	4661500	4602900	3560100	4217700	4081200	3958100	2108400
sp|P19096|FAS_MOUSE Fatty acid synthase OS=Mus musculus GN=Fasn PE=1 SV=2;tr|A0A0U1RNJ1|A0A0U1RNJ1_MOUSE Fatty acid synthase OS=Mus musculus GN=Fasn PE=1 SV=1;tr|Q3UHT6|Q3UHT6_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Fasn PE=2 SV=1;tr|Q3TB	4636700	4779200	4723700	4353900	4764300	3673800	3157000	4488800	3713400	2539300
"sp|Q91VD9|NDUS1_MOUSE NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial OS=Mus musculus GN=Ndufs1 PE=1 SV=2;tr|Q3TIU7|Q3TIU7_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Ndufs1 PE=2 SV=1;tr|Q3UIQ2|Q3UIQ2_MOUSE Putative uncharacteriz"	4046600	3890200	4173200	4550900	4441800	3797700	3524400	4098600	3887600	3438800
"sp|P26443|DHE3_MOUSE Glutamate dehydrogenase 1, mitochondrial OS=Mus musculus GN=Glud1 PE=1 SV=1;tr|Q3TSQ7|Q3TSQ7_MOUSE Putative uncharacterized protein (Fragment) OS=Mus musculus GN=Glud1 PE=2 SV=1"	4550800	4237200	4165500	4450300	4581500	3742900	3287000	4496700	3869700	3456800
"tr|Q5I0W0|Q5I0W0_MOUSE ATP synthase, H+ transporting, mitochondrial F0 complex, subunit b, isoform 1 OS=Mus musculus GN=Atp5f1 PE=1 SV=1;sp|Q9CQQ7|AT5F1_MOUSE ATP synthase F(0) complex subunit B1, mitochondrial OS=Mus musculus GN=Atp5f1 PE=1 SV=1;tr|Q3UF04"	4191000	4052300	4274400	4379100	4365400	3789700	3415100	4367600	3703200	1977800
tr|A1L0U6|A1L0U6_MOUSE Nckap1 protein (Fragment) OS=Mus musculus GN=Nckap1 PE=2 SV=1;tr|A2AS98|A2AS98_MOUSE Nck-associated protein 1 OS=Mus musculus GN=Nckap1 PE=1 SV=1;sp|P28660|NCKP1_MOUSE Nck-associated protein 1 OS=Mus musculus GN=Nckap1 PE=1 SV=2;sp|P	4234700	4738800	4434300	4241000	4677300	3552900	3250900	4645200	3439400	2609600
sp|Q60930|VDAC2_MOUSE Voltage-dependent anion-selective channel protein 2 OS=Mus musculus GN=Vdac2 PE=1 SV=2;tr|D3YZT5|D3YZT5_MOUSE Voltage-dependent anion-selective channel protein 2 (Fragment) OS=Mus musculus GN=Vdac2 PE=1 SV=1	3996300	4221000	4106400	4352700	4346300	3704600	3236800	4053800	3571100	2529600
tr|E9PUM4|E9PUM4_MOUSE Talin-2 OS=Mus musculus GN=Tln2 PE=1 SV=1;tr|A0A1L1SQ51|A0A1L1SQ51_MOUSE Talin-2 OS=Mus musculus GN=Tln2 PE=1 SV=1;tr|B2RY15|B2RY15_MOUSE Tln2 protein OS=Mus musculus GN=Tln2 PE=2 SV=1;sp|Q71LX4|TLN2_MOUSE Talin-2 OS=Mus musculus GN=	3939600	3937200	4065000	4360500	4339800	3674100	3355700	4129100	3712300	1841400
"tr|Q3V3U0|Q3V3U0_MOUSE Alpha-1,4 glucan phosphorylase OS=Mus musculus GN=Pygb PE=2 SV=1;sp|Q8CI94|PYGB_MOUSE Glycogen phosphorylase, brain form OS=Mus musculus GN=Pygb PE=1 SV=3;tr|Q3TFQ8|Q3TFQ8_MOUSE Alpha-1,4 glucan phosphorylase OS=Mus musculus GN=Pygb "	4155300	4408200	4220300	4244500	4478700	3645100	3083700	4212400	3534000	3594600
tr|W6PPR4|W6PPR4_MOUSE 480-kDa ankyrinG OS=Mus musculus GN=Ank3 PE=4 SV=1;tr|W6PPA1|W6PPA1_MOUSE 270-kDa ankyrinG OS=Mus musculus GN=Ank3 PE=4 SV=1;tr|S4R2K9|S4R2K9_MOUSE Ankyrin-3 (Fragment) OS=Mus musculus GN=Ank3 PE=1 SV=1;tr|A0A1W2P812|A0A1W2P812_MOUSE	4087100	4132000	4220100	4262600	4645900	3452400	3318200	4276100	3721200	1994500
sp|F6SEU4|SYGP1_MOUSE Ras/Rap GTPase-activating protein SynGAP OS=Mus musculus GN=Syngap1 PE=1 SV=2;tr|A0A140T8K9|A0A140T8K9_MOUSE Ras/Rap GTPase-activating protein SynGAP OS=Mus musculus GN=Syngap1 PE=1 SV=1	4414400	4401500	4261200	4062600	4680800	3594200	3231200	4212300	3586200	3034500
sp|P84075|HPCA_MOUSE Neuron-specific calcium-binding protein hippocalcin OS=Mus musculus GN=Hpca PE=1 SV=2;tr|E9PV73|E9PV73_MOUSE Neuron-specific calcium-binding protein hippocalcin (Fragment) OS=Mus musculus GN=Hpca PE=1 SV=1;tr|A2A7R5|A2A7R5_MOUSE Neuron	3947600	3851200	3972000	4939900	4446400	2938600	4185900	3262700	3379500	2465000
tr|B1AQX9|B1AQX9_MOUSE SRC kinase-signaling inhibitor 1 OS=Mus musculus GN=Srcin1 PE=1 SV=1;tr|B1AQX6|B1AQX6_MOUSE SRC kinase-signaling inhibitor 1 OS=Mus musculus GN=Srcin1 PE=1 SV=1;tr|B1AQX7|B1AQX7_MOUSE SRC kinase-signaling inhibitor 1 OS=Mus musculus 	3903900	3707000	4118500	4417000	4280600	3528500	3632200	3801100	3531900	2339000
sp|Q9QXS6|DREB_MOUSE Drebrin OS=Mus musculus GN=Dbn1 PE=1 SV=4;sp|Q9QXS6-2|DREB_MOUSE Isoform A2 of Drebrin OS=Mus musculus GN=Dbn1;tr|Q3TRK3|Q3TRK3_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Dbn1 PE=2 SV=1;sp|Q9QXS6-3|DREB_MOUSE Isoform E2 	3702900	3402100	3636400	4673300	4099700	3426700	3936200	3410000	3450600	1795000
sp|P28663|SNAB_MOUSE Beta-soluble NSF attachment protein OS=Mus musculus GN=Napb PE=1 SV=2	3833300	3695300	3978800	4163000	4175600	3503300	3367800	3937000	3696500	2031700
sp|P68510|1433F_MOUSE 14-3-3 protein eta OS=Mus musculus GN=Ywhah PE=1 SV=2	3836300	3772400	3942500	4142300	4180900	3509100	3430400	3856700	3532600	2576900
tr|K7QD41|K7QD41_MOUSE Protein-tyrosine kinase 2-beta OS=Mus musculus GN=Ptk2b PE=1 SV=1;sp|Q9QVP9|FAK2_MOUSE Protein-tyrosine kinase 2-beta OS=Mus musculus GN=Ptk2b PE=1 SV=2;tr|E9Q2A6|E9Q2A6_MOUSE Protein-tyrosine kinase 2-beta OS=Mus musculus GN=Ptk2b P	4398700	4518800	4043600	3978100	4336700	3455200	2815600	4009200	3333900	1896800
tr|Q3THQ5|Q3THQ5_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Stip1 PE=2 SV=1;sp|Q60864|STIP1_MOUSE Stress-induced-phosphoprotein 1 OS=Mus musculus GN=Stip1 PE=1 SV=1	3476600	3154200	3566300	4419500	4022900	3282400	4220000	3627400	3642900	1557300
"sp|Q9DB77|QCR2_MOUSE Cytochrome b-c1 complex subunit 2, mitochondrial OS=Mus musculus GN=Uqcrc2 PE=1 SV=1"	3721300	3690800	3924700	4097800	4131900	3486000	3328500	3874300	3512800	2965800
sp|Q9R0P9|UCHL1_MOUSE Ubiquitin carboxyl-terminal hydrolase isozyme L1 OS=Mus musculus GN=Uchl1 PE=1 SV=1;tr|Q3TCH2|Q3TCH2_MOUSE Ubiquitin carboxyl-terminal hydrolase (Fragment) OS=Mus musculus GN=Uchl1 PE=2 SV=1;tr|I7ENE7|I7ENE7_MOUSE Ubiquitin carboxyl-t	3806700	3261000	3557100	4393500	3736100	3585300	3503500	3535900	3444100	2372500
tr|Q3UB66|Q3UB66_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Rab1a PE=2 SV=1	3578200	3757300	3892600	4238600	4127000	3309000	3473900	3621300	3200300	1648700
tr|Q3U4P3|Q3U4P3_MOUSE Putative uncharacterized protein (Fragment) OS=Mus musculus GN=Dnm1l PE=2 SV=1;sp|Q8K1M6-4|DNM1L_MOUSE Isoform 4 of Dynamin-1-like protein OS=Mus musculus GN=Dnm1l	3689300	4066400	3953300	4028200	4291400	3347800	3191400	4034800	3571600	1968900
tr|Q543Y7|Q543Y7_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Pacsin1 PE=1 SV=1;sp|Q61644|PACN1_MOUSE Protein kinase C and casein kinase substrate in neurons protein 1 OS=Mus musculus GN=Pacsin1 PE=1 SV=1;tr|Q3TYF2|Q3TYF2_MOUSE Putative unchar	3551900	3122600	3735400	4397100	3855500	3356900	3823500	3327600	3448300	2578800
sp|P27773|PDIA3_MOUSE Protein disulfide-isomerase A3 OS=Mus musculus GN=Pdia3 PE=1 SV=2	3224600	3127100	3564300	4335400	3980500	3263000	4083200	3346300	3573200	1501800
sp|Q4KMM3|OXR1_MOUSE Oxidation resistance protein 1 OS=Mus musculus GN=Oxr1 PE=1 SV=3;sp|Q4KMM3-2|OXR1_MOUSE Isoform 2 of Oxidation resistance protein 1 OS=Mus musculus GN=Oxr1	3445300	3543500	3788100	4185400	4123400	3252600	3332700	3520500	3371200	1840000
tr|F8WIT2|F8WIT2_MOUSE Annexin OS=Mus musculus GN=Anxa6 PE=1 SV=1;tr|Q3TUI1|Q3TUI1_MOUSE Annexin OS=Mus musculus GN=Anxa6 PE=2 SV=1;tr|Q3V2Z4|Q3V2Z4_MOUSE Annexin OS=Mus musculus PE=2 SV=1;tr|Q8CEX0|Q8CEX0_MOUSE Annexin OS=Mus musculus GN=Anxa6 PE=2 SV=1	4058700	3908700	3800400	3994300	4235500	3318100	3371600	4184700	3515700	1723900
sp|Q9Z1G3|VATC1_MOUSE V-type proton ATPase subunit C 1 OS=Mus musculus GN=Atp6v1c1 PE=1 SV=4;tr|Q3TG21|Q3TG21_MOUSE V-type proton ATPase subunit C OS=Mus musculus GN=Atp6v1c1 PE=2 SV=1;tr|Q9D9Z4|Q9D9Z4_MOUSE V-type proton ATPase subunit C OS=Mus musculus G	3771000	3839600	3859600	4098000	4085800	3342200	3202000	3821000	3480200	2515700
tr|Q4W4C9|Q4W4C9_MOUSE Neural visinin-like type 1 protein OS=Mus musculus GN=Vsnl1 PE=1 SV=1;sp|P62761|VISL1_MOUSE Visinin-like protein 1 OS=Mus musculus GN=Vsnl1 PE=1 SV=2;tr|Q3TVC0|Q3TVC0_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Vsnl1 PE	3436500	3179200	3673000	4623100	3880200	2970700	4274200	3198000	3439500	1922000
